System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
06/06/2024 10:52:03   | Message | Datatype "S7_LDT" of item "RFC_SV_State_V2T_D_E_Going" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 3 Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 2 Circulation PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 2 Circulation PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Cooling Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 2 Cooling Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 2 Cooling Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Cooling Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Cooling Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Cooling Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Cooling Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Cooling Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 2 Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 2 Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 2 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 3 Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 2 Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Orders.HMS Countdown"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 1 Circulation PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 1 Circulation PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Cooling Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Cooling Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Cooling Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Cooling Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Cooling Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 1 Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 1 Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 1 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 1 Cooling Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 1 Cooling Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 1 Cooling Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 4 Circulation PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB CZ 4 Circulation PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Cooling Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 4 Cooling Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 4 Cooling Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 4 Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB CZ 4 Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB CZ 4 Cooling Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Cooling Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Cooling Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Cooling Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB CZ 4 Cooling Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.04 TM.04 Chain.IDB._IDB TM Chain PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Chain PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Chain PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.04 TM.03 Arm.IDB._IDB TM Arm PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Arm PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Arm PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.04 TM.02 Lift.IDB._IDB TM Lift PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Lift PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Lift PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.04 TM.01 Traction.IDB._IDB TM Traction PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Traction PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB TM Traction PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Chain Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Chain Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Arm Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Arm Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Lift Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Lift Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Traction Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Traction Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB TM Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB TM Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB WZ Circulation PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC__IDB WZ Circulation PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Exhaust Main.sRestarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Exhaust Main.sRestarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Exhaust Main.sRestarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Circulation Main.Restarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Circulation Main.Restarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Circulation Main.Restarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Heating Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Heating Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Heating Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Heating Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Heating Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Circulation Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Circulation Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Circulation Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Circulation Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Variant" of item "RFC_IDB WZ Circulation Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Exhaust WB Main.sRestarter"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Exhaust WB Main.sRestarter.sDelayed off"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB WZ Exhaust WB Main.sRestarter.sDelayed on"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "RFC_IDB WZ Orders.HMS Countdown"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
06/06/2024 10:52:04   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.04 Tray handling.03 TO.01 Chain.IDB._IDB TO Chain PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
